evidence_id,skill_id,evidence_text,evidence_type,word_count,char_count,quality_label
ev_synth_1248,python-programming,Built python-programming prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,101,approved
ev_synth_1249,cybersecurity-defense,Drafted basic password policy guideline without technical enforcement.,code_snippet,8,70,needs-info
ev_synth_1250,ui-ux-design,"Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,43,349,approved
ev_synth_1251,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1252,product-management,Product note without specs.,document,4,27,rejected
ev_synth_1253,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,34,295,approved
ev_synth_1254,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts.",project_report,22,192,approved
ev_synth_1255,python-programming,Submitted an empty zip file with no repository link or documentation.,text_note,11,69,rejected
ev_synth_1256,python-programming,"Developed a Python data processing pipeline with Pandas, NumPy, and multiprocessing. Created custom classes for data schema validation and built a CLI tool using Click. Package was published as a PyPI wheel with full docstrings, type annotations, and Sphinx documentation. Benchmarked performance achieving 99.9% uptime under simulated load test.",code_repository,49,346,approved
ev_synth_1257,mobile-development,Flutter template app run on simulator screenshot.,code_snippet,7,49,rejected
ev_synth_1258,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies. Validated against industry standard security guidelines.",project_report,33,281,approved
ev_synth_1259,product-management,Created simple Trello board.,code_snippet,4,28,needs-info
ev_synth_1260,devops-ci-cd,Engineered automated GitOps pipeline using ArgoCD and Kubernetes Helm charts. Integrated Vault for secrets management and SonarQube for static code analysis in the pull request pipeline.,certificate,26,186,approved
ev_synth_1261,data-analysis,"Performed exploratory data analysis on sales transactional data. Handled missing values via KNN imputation, normalized numerical features, and visualized distribution histograms using Matplotlib, Plotly, and SQL window aggregations.",certificate,28,232,approved
ev_synth_1262,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework. Validated against industry standard security guidelines.",certificate,35,279,approved
ev_synth_1263,cybersecurity-defense,Security note with no threat remediation.,text_note,6,41,rejected
ev_synth_1264,cloud-architecture,Cloud server is running.,code_snippet,4,24,rejected
ev_synth_1265,ui-ux-design,Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library.,project_report,34,267,approved
ev_synth_1266,database-engineering,Database text.,document,2,14,rejected
ev_synth_1267,data-analysis,"Engineered time-series forecasting pipeline using Statsmodels and Prophet. Conducted hypothesis testing (A/B test z-test, ANOVA) and published an executive report with actionable insights for product retention. Validated against industry standard security guidelines.",certificate,32,267,approved
ev_synth_1268,data-analysis,"Analyzed customer churn dataset (100k rows) using Pandas, SciPy, and Seaborn. Built a logistic regression and Random Forest classifier in scikit-learn achieving 0.88 ROC-AUC score. Summary interactive dashboard created in Streamlit with SQL query integration. Added unit tests with >90% code coverage.",certificate,42,301,approved
ev_synth_1269,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments. Project repo available at https://github.com/student/capstone-repo.",certificate,29,250,approved
ev_synth_1270,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy.",certificate,24,186,approved
ev_synth_1271,devops-ci-cd,Set up bash script for deployment without secret protection.,transcript,9,60,needs-info
ev_synth_1272,mobile-development,Flutter template app run on simulator screenshot.,code_snippet,7,49,rejected
ev_synth_1273,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy.",code_repository,24,186,approved
ev_synth_1274,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces.",certificate,31,230,approved
ev_synth_1275,ai-ml-engineering,"This is a comprehensive report on ai-ml-engineering. I studied how ai-ml-engineering works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",code_snippet,33,237,rejected
ev_synth_1276,devops-ci-cd,Build failed but code runs on my machine.,code_snippet,8,41,rejected
ev_synth_1277,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision.",project_report,25,213,approved
ev_synth_1278,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,project_report,26,197,approved
ev_synth_1279,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision.",project_report,25,213,approved
ev_synth_1280,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion. Added unit tests with >90% code coverage.",code_repository,32,236,approved
ev_synth_1281,cybersecurity-defense,Ran Nmap scan on local subnet.,transcript,6,30,needs-info
ev_synth_1282,database-engineering,SQL query with syntax error.,text_note,5,28,rejected
ev_synth_1283,database-engineering,Database text.,document,2,14,rejected
ev_synth_1284,devops-ci-cd,Shell script with broken syntax.,document,5,32,rejected
ev_synth_1285,data-analysis,Sample text without methodology or data findings.,text_note,7,49,rejected
ev_synth_1286,python-programming,Hello world test project submission. Nothing else to report.,text_note,9,60,rejected
ev_synth_1287,data-analysis,"Engineered time-series forecasting pipeline using Statsmodels and Prophet. Conducted hypothesis testing (A/B test z-test, ANOVA) and published an executive report with actionable insights for product retention.",certificate,26,210,approved
ev_synth_1288,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments.",certificate,24,182,approved
ev_synth_1289,cybersecurity-defense,Drafted basic password policy guideline without technical enforcement.,project_report,8,70,needs-info
ev_synth_1290,python-programming,"Developed a Python data processing pipeline with Pandas, NumPy, and multiprocessing. Created custom classes for data schema validation and built a CLI tool using Click. Package was published as a PyPI wheel with full docstrings, type annotations, and Sphinx documentation. Benchmarked performance achieving 99.9% uptime under simulated load test.",certificate,49,346,approved
ev_synth_1291,cloud-architecture,"Architected a multi-region AWS cloud infrastructure using Terraform HCL. Configured VPC peering, ALB load balancers, ECS Fargate cluster with auto-scaling, and IAM least-privilege policies. Documented topology with architecture diagrams.",project_report,29,237,approved
ev_synth_1292,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,33,264,approved
ev_synth_1293,cybersecurity-defense,Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit. Project repo available at https://github.com/student/capstone-repo.,project_report,33,277,approved
ev_synth_1294,mobile-development,App icon image.,code_snippet,3,15,rejected
ev_synth_1295,mobile-development,Created basic 2-screen React Native demo app.,code_snippet,7,45,needs-info
ev_synth_1296,data-analysis,"Performed exploratory data analysis on sales transactional data. Handled missing values via KNN imputation, normalized numerical features, and visualized distribution histograms using Matplotlib, Plotly, and SQL window aggregations.",project_report,28,232,approved
ev_synth_1297,database-engineering,Wrote SELECT query with JOIN statements.,code_snippet,6,40,needs-info
ev_synth_1298,ui-ux-design,Single low-res image without UX wireframes or interaction specs.,text_note,9,64,rejected
ev_synth_1299,cloud-architecture,Unconfigured server with open 0.0.0.0/0 security group.,code_snippet,7,55,rejected
ev_synth_1300,devops-ci-cd,Build failed but code runs on my machine.,text_note,8,41,rejected
ev_synth_1301,ui-ux-design,Figma link provided but user permissions set to private view.,code_snippet,10,61,needs-info
ev_synth_1302,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion.",certificate,25,194,approved
ev_synth_1303,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1304,devops-ci-cd,"Built automated CI/CD pipeline using GitHub Actions. Pipeline executes linting, unit tests, Docker container build, security vulnerability scanning with Trivy, container signing with Cosign, and automated deployment to AWS EKS cluster.",project_report,31,235,approved
ev_synth_1305,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion. Includes comprehensive README, architecture diagrams, and postman API collection.",certificate,34,276,approved
ev_synth_1306,mobile-development,Built mobile-development prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,101,approved
ev_synth_1307,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Benchmarked performance achieving 99.9% uptime under simulated load test.,certificate,35,271,approved
ev_synth_1308,cloud-architecture,Clicked buttons in AWS console without documentation or infrastructure as code.,document,11,79,rejected
ev_synth_1309,devops-ci-cd,"Built automated CI/CD pipeline using GitHub Actions. Pipeline executes linting, unit tests, Docker container build, security vulnerability scanning with Trivy, container signing with Cosign, and automated deployment to AWS EKS cluster. Benchmarked performance achieving 99.9% uptime under simulated load test.",certificate,40,309,approved
ev_synth_1310,python-programming,Created a python function to compute fibonacci numbers.,project_report,8,55,needs-info
ev_synth_1311,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1312,devops-ci-cd,CI CD readme note with no actual pipeline file.,code_snippet,9,47,rejected
ev_synth_1313,database-engineering,Created single table in SQLite with 3 rows.,text_note,8,43,rejected
ev_synth_1314,devops-ci-cd,"Built automated CI/CD pipeline using GitHub Actions. Pipeline executes linting, unit tests, Docker container build, security vulnerability scanning with Trivy, container signing with Cosign, and automated deployment to AWS EKS cluster. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,40,317,approved
ev_synth_1315,cybersecurity-defense,Ran Nmap scan on local subnet.,code_snippet,6,30,needs-info
ev_synth_1316,ai-ml-engineering,Created simple vector embedding script with ChromaDB.,project_report,7,53,needs-info
ev_synth_1317,cloud-architecture,Spun up an EC2 t2.micro instance manually.,transcript,7,42,needs-info
ev_synth_1318,ui-ux-design,Screenshots of another app downloaded from Pinterest.,code_snippet,7,53,rejected
ev_synth_1319,mobile-development,"Developed cross-platform mobile application using Flutter and Dart with BLoC state management. Integrated offline-first SQLite database synchronization, push notifications, and automated CI/CD build distribution via Fastlane.",project_report,26,225,approved
ev_synth_1320,cloud-architecture,Did some cloud stuff last week.,code_snippet,6,31,rejected
ev_synth_1321,devops-ci-cd,"Built automated CI/CD pipeline using GitHub Actions. Pipeline executes linting, unit tests, Docker container build, security vulnerability scanning with Trivy, container signing with Cosign, and automated deployment to AWS EKS cluster. Validated against industry standard security guidelines.",certificate,37,292,approved
ev_synth_1322,cybersecurity-defense,Downloaded Wireshark but did not capture packets.,code_snippet,7,49,rejected
ev_synth_1323,ui-ux-design,Made a simple wireframe for a login screen.,code_snippet,8,43,needs-info
ev_synth_1324,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies. Added unit tests with >90% code coverage.",certificate,34,266,approved
ev_synth_1325,cloud-architecture,"Deployed Kubernetes cluster on Azure AKS. Configured ingress controllers, SSL cert-manager, Helm chart deployments, RBAC policy binding, and Prometheus/Grafana operational metric dashboards.",certificate,22,190,approved
ev_synth_1326,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework. Added unit tests with >90% code coverage.",certificate,36,264,approved
ev_synth_1327,python-programming,Random text file with no code or explanation attached.,text_note,9,54,rejected
ev_synth_1328,devops-ci-cd,Wrote a simple Dockerfile for a Node app.,transcript,8,41,needs-info
ev_synth_1329,data-analysis,"This is a comprehensive report on data-analysis. I studied how data-analysis works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",text_note,33,229,rejected
ev_synth_1330,python-programming,"Implemented an asynchronous REST API using FastAPI, Pydantic, and SQLAlchemy ORM. Added comprehensive unit tests using Pytest with 95% line coverage. Handled custom exceptions gracefully, implemented JWT bearer auth middleware, and integrated a PostgreSQL connection pool. Validated against industry standard security guidelines.",project_report,42,329,approved
ev_synth_1331,product-management,Created simple Trello board.,code_snippet,4,28,needs-info
ev_synth_1332,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching.",certificate,30,230,approved
ev_synth_1333,cloud-architecture,AWS login screenshot attached.,text_note,4,30,rejected
ev_synth_1334,product-management,Product note without specs.,document,4,27,rejected
ev_synth_1335,ui-ux-design,I designed a logo in Paint.,code_snippet,6,27,rejected
ev_synth_1336,data-analysis,"Engineered time-series forecasting pipeline using Statsmodels and Prophet. Conducted hypothesis testing (A/B test z-test, ANOVA) and published an executive report with actionable insights for product retention. Project repo available at https://github.com/student/capstone-repo.",code_repository,31,278,approved
ev_synth_1337,data-analysis,Data analysis project. Excel file submitted with one column.,document,9,60,rejected
ev_synth_1338,ai-ml-engineering,Used ChatGPT once to write an essay.,text_note,7,36,rejected
ev_synth_1339,ui-ux-design,Figma link provided but user permissions set to private view.,code_snippet,10,61,needs-info
ev_synth_1340,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,36,306,approved
ev_synth_1341,ai-ml-engineering,"This is a comprehensive report on ai-ml-engineering. I studied how ai-ml-engineering works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",code_snippet,33,237,rejected
ev_synth_1342,ai-ml-engineering,Wrote basic prompt engineering template.,transcript,5,40,needs-info
ev_synth_1343,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,34,295,approved
ev_synth_1344,product-management,Created simple Trello board.,project_report,4,28,needs-info
ev_synth_1345,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,34,295,approved
ev_synth_1346,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces.",certificate,31,230,approved
ev_synth_1347,database-engineering,Constructed zero-downtime database migration strategy with Flyway. Implemented database connection pooling with PgBouncer and configured multi-AZ streaming replication with automated failover.,code_repository,21,192,approved
ev_synth_1348,ui-ux-design,Static UI mockups without interactive prototype transitions.,code_snippet,7,60,needs-info
ev_synth_1349,mobile-development,Flutter template app run on simulator screenshot.,text_note,7,49,rejected
ev_synth_1350,ai-ml-engineering,Called API endpoint without handling errors or embeddings.,code_snippet,8,58,rejected
ev_synth_1351,product-management,Product note without specs.,text_note,4,27,rejected
ev_synth_1352,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Benchmarked performance achieving 99.9% uptime under simulated load test.,certificate,35,271,approved
ev_synth_1353,mobile-development,Flutter template app run on simulator screenshot.,document,7,49,rejected
ev_synth_1354,ai-ml-engineering,Sample AI text.,code_snippet,3,15,rejected
ev_synth_1355,cybersecurity-defense,"Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit. Includes comprehensive README, architecture diagrams, and postman API collection.",certificate,37,291,approved
ev_synth_1356,database-engineering,Database text.,document,2,14,rejected
ev_synth_1357,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Validated against industry standard security guidelines.",certificate,36,287,approved
ev_synth_1358,ui-ux-design,"Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library. Includes comprehensive README, architecture diagrams, and postman API collection.",certificate,43,349,approved
ev_synth_1359,mobile-development,Created basic 2-screen React Native demo app.,code_snippet,7,45,needs-info
ev_synth_1360,ai-ml-engineering,"Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM. Includes comprehensive README, architecture diagrams, and postman API collection.",certificate,35,251,approved
ev_synth_1361,ai-ml-engineering,Created simple vector embedding script with ChromaDB.,code_snippet,7,53,needs-info
ev_synth_1362,cloud-architecture,"Deployed Kubernetes cluster on Azure AKS. Configured ingress controllers, SSL cert-manager, Helm chart deployments, RBAC policy binding, and Prometheus/Grafana operational metric dashboards. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,31,272,approved
ev_synth_1363,cybersecurity-defense,Ran Nmap scan on local subnet.,project_report,6,30,needs-info
ev_synth_1364,devops-ci-cd,Ran docker build command once on localhost.,code_snippet,7,43,rejected
ev_synth_1365,product-management,Built product-management prototype microservice. See repository at https://github.com/student/app-v1.,project_report,8,101,approved
ev_synth_1366,ai-ml-engineering,Used ChatGPT once to write an essay.,document,7,36,rejected
ev_synth_1367,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Project repo available at https://github.com/student/capstone-repo.,certificate,31,265,approved
ev_synth_1368,devops-ci-cd,Wrote a simple Dockerfile for a Node app.,transcript,8,41,needs-info
ev_synth_1369,python-programming,Submitted a single script without setup instructions or dependency file.,transcript,10,72,needs-info
ev_synth_1370,cloud-architecture,Clicked buttons in AWS console without documentation or infrastructure as code.,code_snippet,11,79,rejected
ev_synth_1371,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,36,306,approved
ev_synth_1372,mobile-development,Built Flutter UI prototype without backend API integration.,transcript,8,59,needs-info
ev_synth_1373,python-programming,Copy pasted python script from stackoverflow without understanding how it works.,text_note,11,80,rejected
ev_synth_1374,database-engineering,Created basic ER diagram draft.,code_snippet,5,31,needs-info
ev_synth_1375,devops-ci-cd,Wrote a simple Dockerfile for a Node app.,transcript,8,41,needs-info
ev_synth_1376,cloud-architecture,AWS login screenshot attached.,text_note,4,30,rejected
ev_synth_1377,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework.",certificate,29,222,approved
ev_synth_1378,database-engineering,Created single table in SQLite with 3 rows.,document,8,43,rejected
ev_synth_1379,mobile-development,Mobile app crashed on launch.,text_note,5,29,rejected
ev_synth_1380,ai-ml-engineering,Created simple vector embedding script with ChromaDB.,project_report,7,53,needs-info
ev_synth_1381,ai-ml-engineering,Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM. Project repo available at https://github.com/student/capstone-repo.,project_report,31,237,approved
ev_synth_1382,ai-ml-engineering,Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM.,certificate,26,169,approved
ev_synth_1383,product-management,Idea notebook with two bullet points.,document,6,37,rejected
ev_synth_1384,ai-ml-engineering,Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM. Validated against industry standard security guidelines.,certificate,32,226,approved
ev_synth_1385,mobile-development,"Developed cross-platform mobile application using Flutter and Dart with BLoC state management. Integrated offline-first SQLite database synchronization, push notifications, and automated CI/CD build distribution via Fastlane. Benchmarked performance achieving 99.9% uptime under simulated load test.",project_report,35,299,approved
ev_synth_1386,devops-ci-cd,Hardcoded passwords stored in public repository.,text_note,6,48,rejected
ev_synth_1387,ai-ml-engineering,Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM.,certificate,26,169,approved
ev_synth_1388,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Validated against industry standard security guidelines.",code_repository,36,287,approved
ev_synth_1389,product-management,Drafted basic feature list without user story mapping.,transcript,8,54,needs-info
ev_synth_1390,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion. Validated against industry standard security guidelines.",code_repository,31,251,approved
ev_synth_1391,product-management,Created simple Trello board.,code_snippet,4,28,needs-info
ev_synth_1392,ai-ml-engineering,Called API endpoint without handling errors or embeddings.,code_snippet,8,58,rejected
ev_synth_1393,mobile-development,Flutter template app run on simulator screenshot.,text_note,7,49,rejected
ev_synth_1394,cloud-architecture,"This is a comprehensive report on cloud-architecture. I studied how cloud-architecture works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",code_snippet,33,239,rejected
ev_synth_1395,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1396,devops-ci-cd,Engineered automated GitOps pipeline using ArgoCD and Kubernetes Helm charts. Integrated Vault for secrets management and SonarQube for static code analysis in the pull request pipeline. Added unit tests with >90% code coverage.,project_report,33,228,approved
ev_synth_1397,ai-ml-engineering,Sample AI text.,text_note,3,15,rejected
ev_synth_1398,python-programming,I like Python. Python is good. Code works on my machine.,code_snippet,11,56,rejected
ev_synth_1399,cloud-architecture,"Architected a multi-region AWS cloud infrastructure using Terraform HCL. Configured VPC peering, ALB load balancers, ECS Fargate cluster with auto-scaling, and IAM least-privilege policies. Documented topology with architecture diagrams. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,38,319,approved
ev_synth_1400,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework.",code_repository,29,222,approved
ev_synth_1401,cloud-architecture,Spun up an EC2 t2.micro instance manually.,transcript,7,42,needs-info
ev_synth_1402,database-engineering,SQL query with syntax error.,document,5,28,rejected
ev_synth_1403,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Validated against industry standard security guidelines.",certificate,31,270,approved
ev_synth_1404,ui-ux-design,Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library. Added unit tests with >90% code coverage.,project_report,41,309,approved
ev_synth_1405,ui-ux-design,Single low-res image without UX wireframes or interaction specs.,code_snippet,9,64,rejected
ev_synth_1406,cybersecurity-defense,Security note with no threat remediation.,text_note,6,41,rejected
ev_synth_1407,product-management,Product note without specs.,code_snippet,4,27,rejected
ev_synth_1408,mobile-development,"Developed cross-platform mobile application using Flutter and Dart with BLoC state management. Integrated offline-first SQLite database synchronization, push notifications, and automated CI/CD build distribution via Fastlane.",project_report,26,225,approved
ev_synth_1409,cloud-architecture,Cloud server is running.,text_note,4,24,rejected
ev_synth_1410,cloud-architecture,Cloud server is running.,text_note,4,24,rejected
ev_synth_1411,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,31,274,approved
ev_synth_1412,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy. Validated against industry standard security guidelines.",project_report,30,243,approved
ev_synth_1413,ai-ml-engineering,Used ChatGPT once to write an essay.,document,7,36,rejected
ev_synth_1414,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,certificate,26,197,approved
ev_synth_1415,product-management,Idea notebook with two bullet points.,code_snippet,6,37,rejected
ev_synth_1416,cybersecurity-defense,Security note with no threat remediation.,document,6,41,rejected
ev_synth_1417,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision.",project_report,25,213,approved
ev_synth_1418,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Project repo available at https://github.com/student/capstone-repo.",code_repository,27,260,approved
ev_synth_1419,ui-ux-design,Figma link provided but user permissions set to private view.,code_snippet,10,61,needs-info
ev_synth_1420,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Project repo available at https://github.com/student/capstone-repo.",certificate,30,281,approved
ev_synth_1421,devops-ci-cd,CI CD readme note with no actual pipeline file.,text_note,9,47,rejected
ev_synth_1422,database-engineering,Wrote SELECT query with JOIN statements.,transcript,6,40,needs-info
ev_synth_1423,python-programming,Created a python function to compute fibonacci numbers.,project_report,8,55,needs-info
ev_synth_1424,ui-ux-design,Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library. Validated against industry standard security guidelines.,certificate,40,324,approved
ev_synth_1425,devops-ci-cd,Ran docker build command once on localhost.,document,7,43,rejected
ev_synth_1426,ai-ml-engineering,Called API endpoint without handling errors or embeddings.,text_note,8,58,rejected
ev_synth_1427,cybersecurity-defense,Security note with no threat remediation.,text_note,6,41,rejected
